fetaH,fetaI,fetaD,fetaF,t
0.9033333333333333,0.09666666666666666,0.0,0.0,0
0.9026666666666666,0.09733333333333333,0.0,0.0,1.854157919964389092741935491
0.902,0.098,0.0,0.0,5.699215040562734166199330216
0.9013333333333333,0.09866666666666667,0.0,0.0,5.948695033931119309056473074
0.9006666666666666,0.09933333333333333,0.0,0.0,7.029203338918928632504109778
0.9,0.1,0.0,0.0,8.010198347108733109839909966
0.8993333333333333,0.10066666666666667,0.0,0.0,8.121490122515546295435477833
0.8986666666666666,0.10133333333333333,0.0,0.0,9.075145917170100396154902297
0.8993333333333333,0.10066666666666667,0.0,0.0,9.218612039302493081518618336
0.9,0.1,0.0,0.0,11.98191966558382807712880272
0.8993333333333333,0.10066666666666667,0.0,0.0,13.12590235404330612462220642
0.8986666666666666,0.10133333333333333,0.0,0.0,13.56646781248122741522800098
0.8993333333333333,0.10066666666666667,0.0,0.0,13.97657333482915504365265852
0.8986666666666666,0.10133333333333333,0.0,0.0,15.13755930756058622718610621
0.898,0.102,0.0,0.0,16.02876116753677861212334471
0.8973333333333333,0.10266666666666667,0.0,0.0,17.64310473422439920035863883
0.8966666666666666,0.10333333333333333,0.0,0.0,17.84756958205113632246558217
0.8973333333333333,0.10266666666666667,0.0,0.0,18.05235903652269367347962273
0.8966666666666666,0.10333333333333333,0.0,0.0,20.16155634122665300160462274
0.896,0.104,0.0,0.0,21.29846659314991804362142947
0.8966666666666666,0.10333333333333333,0.0,0.0,21.82667992833613388343836311
0.896,0.104,0.0,0.0,22.45150937955917518213966181
0.896,0.10333333333333333,0.0006666666666666666,0.0,22.59447802784872176795201879
0.8953333333333333,0.104,0.0006666666666666666,0.0,23.63781636411646355284904397
0.8946666666666667,0.10466666666666667,0.0006666666666666666,0.0,23.91798288188312399458552531
0.8946666666666667,0.104,0.0013333333333333333,0.0,25.54252518158006408400430326
0.8953333333333333,0.10333333333333333,0.0013333333333333333,0.0,25.59981796065792209592680699
0.8953333333333333,0.10266666666666667,0.002,0.0,28.00835725455055947705336150
0.8946666666666667,0.10333333333333333,0.002,0.0,28.06298817821859625247399062
0.894,0.104,0.002,0.0,28.38614683036156794568071085
0.8933333333333333,0.10466666666666667,0.002,0.0,28.71382264641800991992963789
0.8926666666666667,0.10533333333333333,0.002,0.0,29.42655885256848481831786494
0.892,0.106,0.002,0.0,33.21410136148132804228362815
0.8926666666666667,0.10533333333333333,0.002,0.0,33.24571181837623007689901277
0.8926666666666667,0.10466666666666667,0.0026666666666666666,0.0,34.30904052235539447062226527
0.8933333333333333,0.104,0.0026666666666666666,0.0,34.49489155975022073738403417
0.8926666666666667,0.10466666666666667,0.0026666666666666666,0.0,35.19659914828019479484724370
0.892,0.10533333333333333,0.0026666666666666666,0.0,35.28589339947303074127581513
0.8913333333333333,0.106,0.0026666666666666666,0.0,35.72884017911353837763945150
0.8906666666666667,0.10666666666666667,0.0026666666666666666,0.0,36.13512409085059424818106313
0.89,0.10733333333333334,0.0026666666666666666,0.0,36.64819057389646551467182830
0.8906666666666667,0.10666666666666667,0.0026666666666666666,0.0,37.04676953644620176416881019
0.89,0.10733333333333334,0.0026666666666666666,0.0,40.72152521948068161369001403
0.8893333333333333,0.108,0.0026666666666666666,0.0,40.84256734718077948491737822
0.8886666666666667,0.10866666666666666,0.0026666666666666666,0.0,41.53681626623815387965422033
0.888,0.10933333333333334,0.0026666666666666666,0.0,41.69220059784339387045579720
0.888,0.10866666666666666,0.0033333333333333335,0.0,46.16493808364889143331846646
0.888,0.108,0.004,0.0,47.09885822957205839656798290
