skipfooterint
fetaH,fetaI,fetaD,fetaF,t
0.5022222222222222,0.49777777777777776,0.0,0.0,5
0.5022222222222222,0.49333333333333335,0.0044444444444444444,0.0,8.102052773177123233944954139
0.49777777777777776,0.49777777777777776,0.0044444444444444444,0.0,9.115968984424631983944954142
0.49333333333333335,0.5022222222222222,0.0044444444444444444,0.0,9.133406497389004727652047964
0.4888888888888889,0.5066666666666667,0.0044444444444444444,0.0,9.532507099469158975696740703
0.48444444444444446,0.5111111111111111,0.0044444444444444444,0.0,10.51382685785128787870677415
0.4888888888888889,0.5066666666666667,0.0044444444444444444,0.0,13.13833768253604809468949554
0.4888888888888889,0.5022222222222222,0.008888888888888889,0.0,15.80381877912942186092326178
0.49333333333333335,0.49777777777777776,0.008888888888888889,0.0,17.19087365015570484793624880
0.49777777777777776,0.49333333333333335,0.008888888888888889,0.0,19.58704463714408668144520560
0.5022222222222222,0.4888888888888889,0.008888888888888889,0.0,20.49008006625199194006589526
0.5066666666666667,0.48444444444444446,0.008888888888888889,0.0,24.51696435488180295518468577
0.5022222222222222,0.4888888888888889,0.008888888888888889,0.0,25.54913145777126421701433877
0.5022222222222222,0.48444444444444446,0.013333333333333334,0.0,29.86453147031722495775507952
0.5066666666666667,0.48,0.013333333333333334,0.0,33.03522173337986310590322768
0.5111111111111111,0.47555555555555556,0.013333333333333334,0.0,36.16813021610098846672796996
0.5155555555555555,0.4711111111111111,0.013333333333333334,0.0,38.29191642038498826572294484
0.52,0.4666666666666667,0.013333333333333334,0.0,39.94614547290566464034530134
0.5155555555555555,0.4711111111111111,0.013333333333333334,0.0,41.86855959688834528615761214
0.5155555555555555,0.4666666666666667,0.017777777777777778,0.0,44.19266442002244160035700791
0.5111111111111111,0.4711111111111111,0.017777777777777778,0.0,44.35479701583041686923918314
0.5111111111111111,0.4666666666666667,0.022222222222222223,0.0,49.09173132307448533155074094
0.5111111111111111,0.4622222222222222,0.02666666666666667,0.0,50.35910775580142846722913290
0.5155555555555555,0.4577777777777778,0.02666666666666667,0.0,55.03219889138951952250551482
0.5111111111111111,0.4622222222222222,0.02666666666666667,0.0,55.31962480129192879138769005
0.5111111111111111,0.4577777777777778,0.03111111111111111,0.0,57.61225181111978258522403437
0.5111111111111111,0.4533333333333333,0.035555555555555556,0.0,58.42499461771819496567036806
0.5155555555555555,0.4488888888888889,0.035555555555555556,0.0,58.65360787738822119733880589
0.5155555555555555,0.4444444444444444,0.04,0.0,59.34816657289049498374657288
0.5111111111111111,0.4488888888888889,0.04,0.0,59.62361620316930870177935977
0.5155555555555555,0.4444444444444444,0.04,0.0,60.39443080979251363822003774
0.5111111111111111,0.4488888888888889,0.04,0.0,62.58336705019361652346593938
0.5066666666666667,0.4533333333333333,0.04,0.0,62.86500009413881995143204108
0.5022222222222222,0.4577777777777778,0.04,0.0,63.09488937394634249477242163
0.49777777777777776,0.4622222222222222,0.04,0.0,63.10757355117276076755723176
0.49333333333333335,0.4666666666666667,0.04,0.0,64.05590905094235152545196860
0.4888888888888889,0.4711111111111111,0.04,0.0,66.04449727744523358427549802
0.48444444444444446,0.47555555555555556,0.04,0.0,66.63428570475248490503021500
0.48444444444444446,0.4711111111111111,0.044444444444444446,0.0,67.96230735291676335691306019
0.48,0.47555555555555556,0.044444444444444446,0.0,68.70692979647273284382405496
0.47555555555555556,0.48,0.044444444444444446,0.0,69.55703122227814388040942082
0.4711111111111111,0.48444444444444446,0.044444444444444446,0.0,71.31968336388484601268977620
0.4666666666666667,0.4888888888888889,0.044444444444444446,0.0,73.18729227499529220548432343
0.4622222222222222,0.49333333333333335,0.044444444444444446,0.0,74.33183016633661027366614161
0.4622222222222222,0.4888888888888889,0.04888888888888889,0.0,75.24806902244568794582909021
0.4577777777777778,0.49333333333333335,0.04888888888888889,0.0,77.20443390163610419825627468
0.4577777777777778,0.4888888888888889,0.05333333333333334,0.0,77.60860346468753977965162352
0.4533333333333333,0.49333333333333335,0.05333333333333334,0.0,82.96646242081413245874877760
0.4533333333333333,0.4888888888888889,0.057777777777777775,0.0,83.26741550260813306011998230
0.4533333333333333,0.48444444444444446,0.06222222222222222,0.0,85.78186572125633258953174701
